species,year,FMP_sub_area,RPN_strata,n_stations,n_pos_catch,strata_rpn,boot_strata_rpn,boot_bias,boot_sd,boot_lci,boot_uci,fmp_rpn,fmp_lci,fmp_uci
Big skate,2010,EY/SE,EY/SE0,15,4,33.30945896,34.09597721,0.786518256,24.45864368,5.603182751,135.9019842,61.82507426,18.4314702,196.3239463
Big skate,2010,EY/SE,EY/SE100,73,13,27.70780299,27.72909704,0.02129405,11.13212314,12.82828745,60.42196214,61.82507426,18.4314702,196.3239463
Big skate,2010,EY/SE,EY/SE200,21,0,0,0,0,0,0,0,61.82507426,18.4314702,196.3239463
Big skate,2010,EY/SE,EY/SE300500,10,0,0,0,0,0,0,0,61.82507426,18.4314702,196.3239463
Big skate,2010,WGOA,WG0,57,13,165.6632647,164.3227345,-1.340530195,57.03547332,87.43939307,345.3609186,174.9603671,90.97839805,376.2789545
Big skate,2010,WGOA,WG100,52,4,10.62500307,10.63763262,0.012629546,5.777481754,3.539004988,30.91803592,174.9603671,90.97839805,376.2789545
Big skate,2010,WGOA,WG200,7,0,0,0,0,0,0,0,174.9603671,90.97839805,376.2789545
Big skate,2010,WGOA,WG300500,4,0,0,0,0,0,0,0,174.9603671,90.97839805,376.2789545
Big skate,2010,WY,WY0,19,12,148.7658441,149.1997737,0.433929639,39.83178105,82.7312032,248.813877,445.7500678,261.7072993,793.0263094
Big skate,2010,WY,WY100,36,17,286.7699343,283.5207721,-3.249162227,74.26954318,178.9760961,498.7781438,445.7500678,261.7072993,793.0263094
Big skate,2010,WY,WY200,10,2,13.0308284,13.02952203,-0.001306374,9.167606635,0,45.43428848,445.7500678,261.7072993,793.0263094
Big skate,2010,WY,WY300500,2,0,0,0,0,0,0,0,445.7500678,261.7072993,793.0263094
Big skate,2011,CGOA,CG0,114,43,501.940163,503.2196262,1.279463153,86.26005353,350.937051,692.5678756,613.5268171,416.5122146,894.6372809
Big skate,2011,CGOA,CG100,184,25,98.32854033,97.93970555,-0.388834774,20.84527579,65.57516362,153.6875199,613.5268171,416.5122146,894.6372809
Big skate,2011,CGOA,CG200,77,2,7.573940946,7.491436117,-0.082504829,5.516971091,0,27.69022164,613.5268171,416.5122146,894.6372809
Big skate,2011,CGOA,CG300500,8,1,4.731702411,4.876049315,0.144346904,4.526583942,0,20.6916638,613.5268171,416.5122146,894.6372809
Big skate,2011,EY/SE,EY/SE0,17,7,99.59089409,100.4293395,0.838445406,44.05600866,41.81559089,248.2247657,157.6080395,73.21712126,396.6248173
Big skate,2011,EY/SE,EY/SE100,71,21,57.53346722,57.17870002,-0.354767197,21.96626859,31.40153037,148.4000516,157.6080395,73.21712126,396.6248173
Big skate,2011,EY/SE,EY/SE200,18,0,0,0,0,0,0,0,157.6080395,73.21712126,396.6248173
Big skate,2011,EY/SE,EY/SE300500,8,0,0,0,0,0,0,0,157.6080395,73.21712126,396.6248173
Big skate,2011,WGOA,WG0,62,9,105.6661077,104.8748087,-0.791299006,44.94672283,44.14823909,254.1365133,133.2793428,58.31373192,306.1812939
Big skate,2011,WGOA,WG100,52,10,28.3869891,28.40453412,0.017545023,8.82598823,14.16549284,52.04478058,133.2793428,58.31373192,306.1812939
Big skate,2011,WGOA,WG200,6,0,0,0,0,0,0,0,133.2793428,58.31373192,306.1812939
Big skate,2011,WGOA,WG300500,5,0,0,0,0,0,0,0,133.2793428,58.31373192,306.1812939
Big skate,2011,WY,WY0,19,11,227.0149497,224.3815147,-2.633435004,75.59149176,124.0568714,468.5976767,450.8877388,256.4910484,828.8061692
Big skate,2011,WY,WY100,37,15,219.1046177,219.2885156,0.183897883,51.48185677,132.434177,338.5089284,450.8877388,256.4910484,828.8061692
Big skate,2011,WY,WY200,12,2,7.225716282,7.217708517,-0.008007765,4.817867444,0,21.69956402,450.8877388,256.4910484,828.8061692
Big skate,2011,WY,WY300500,3,0,0,0,0,0,0,0,450.8877388,256.4910484,828.8061692
Big skate,2012,CGOA,CG0,113,40,841.8232158,835.9331429,-5.890072926,147.2417527,596.8337581,1181.22003,987.9336777,683.9379182,1428.272498
Big skate,2012,CGOA,CG100,185,19,151.1885857,152.0005349,0.811949141,38.43558509,87.10416016,247.0524686,987.9336777,683.9379182,1428.272498
Big skate,2012,CGOA,CG200,79,0,0,0,0,0,0,0,987.9336777,683.9379182,1428.272498
Big skate,2012,CGOA,CG300500,10,0,0,0,0,0,0,0,987.9336777,683.9379182,1428.272498
Big skate,2012,EY/SE,EY/SE0,18,4,31.91714606,31.50938952,-0.407756543,18.14859823,9.161138653,103.3915516,80.0415625,29.25536079,234.3442073
Big skate,2012,EY/SE,EY/SE100,65,13,27.81678826,27.58611149,-0.23067677,6.926569105,17.04070168,44.83048223,80.0415625,29.25536079,234.3442073
Big skate,2012,EY/SE,EY/SE200,21,3,21.15947015,20.94606149,-0.213408653,14.38120261,3.05352046,86.12217346,80.0415625,29.25536079,234.3442073
Big skate,2012,EY/SE,EY/SE300500,11,0,0,0,0,0,0,0,80.0415625,29.25536079,234.3442073
Big skate,2012,WGOA,WG0,65,10,128.0098465,127.6009401,-0.408906435,39.70383838,63.77952876,230.4534195,135.3461216,63.77952876,257.3884737
Big skate,2012,WGOA,WG100,48,2,7.691152005,7.745181494,0.054029489,5.368512144,0,26.93505425,135.3461216,63.77952876,257.3884737
Big skate,2012,WGOA,WG200,6,0,0,0,0,0,0,0,135.3461216,63.77952876,257.3884737
Big skate,2012,WGOA,WG300500,6,0,0,0,0,0,0,0,135.3461216,63.77952876,257.3884737
Big skate,2012,WY,WY0,19,7,132.7414308,133.9993493,1.257918577,48.22982225,55.34034343,243.2445624,318.9276277,140.511303,589.1121274
Big skate,2012,WY,WY100,39,10,173.8623584,173.4967677,-0.365590769,53.56111738,85.17095962,313.0299269,318.9276277,140.511303,589.1121274
Big skate,2012,WY,WY200,12,2,11.0666321,11.43151066,0.364878559,7.247072521,0,32.83763819,318.9276277,140.511303,589.1121274
Big skate,2012,WY,WY300500,3,0,0,0,0,0,0,0,318.9276277,140.511303,589.1121274
Big skate,2013,CGOA,CG0,116,47,690.861708,693.7549263,2.893218324,117.1447995,488.7839496,955.1581688,834.2649311,576.3493691,1208.317046
Big skate,2013,CGOA,CG100,179,28,129.8335474,128.9892989,-0.844248549,26.63113083,87.56541948,197.0520055,834.2649311,576.3493691,1208.317046
Big skate,2013,CGOA,CG200,77,2,7.745396901,7.385265401,-0.3601315,5.425402391,0,31.55439833,834.2649311,576.3493691,1208.317046
Big skate,2013,CGOA,CG300500,9,1,4.254376873,4.135440541,-0.118936332,4.004238421,0,24.55247365,834.2649311,576.3493691,1208.317046
Big skate,2013,EY/SE,EY/SE0,18,11,42.70332994,42.64693094,-0.056398995,10.08785229,27.46317367,69.75466905,72.98855742,44.75010373,126.1948283
Big skate,2013,EY/SE,EY/SE100,70,15,30.51349772,30.34162648,-0.171871239,9.04965962,17.28693006,56.44015921,72.98855742,44.75010373,126.1948283
Big skate,2013,EY/SE,EY/SE200,20,0,0,0,0,0,0,0,72.98855742,44.75010373,126.1948283
Big skate,2013,EY/SE,EY/SE300500,8,0,0,0,0,0,0,0,72.98855742,44.75010373,126.1948283
Big skate,2013,WGOA,WG0,65,13,116.5420164,117.0620052,0.5199888,40.79900727,63.61586401,255.1340705,160.0360433,83.16467148,343.7373726
Big skate,2013,WGOA,WG100,50,10,36.77403276,36.15539013,-0.61864263,11.98360316,19.54880746,71.68830816,160.0360433,83.16467148,343.7373726
Big skate,2013,WGOA,WG200,7,2,6.761017176,6.818648018,0.057630841,4.068316076,0,16.91499397,160.0360433,83.16467148,343.7373726
Big skate,2013,WGOA,WG300500,4,0,0,0,0,0,0,0,160.0360433,83.16467148,343.7373726
Big skate,2013,WY,WY0,19,12,182.5925169,182.7539246,0.161407676,56.75786746,102.304386,343.5288548,274.5440332,148.6964926,502.1213231
Big skate,2013,WY,WY100,37,12,79.52565588,79.02076465,-0.504891229,19.13648768,46.39210663,119.5063876,274.5440332,148.6964926,502.1213231
Big skate,2013,WY,WY200,10,2,13.00203744,12.76934397,-0.232693468,8.803696148,0,39.08608069,274.5440332,148.6964926,502.1213231
Big skate,2013,WY,WY300500,3,0,0,0,0,0,0,0,274.5440332,148.6964926,502.1213231
Big skate,2014,CGOA,CG0,122,41,618.3187593,613.2861741,-5.032585115,125.5023556,397.9591264,895.3571212,761.6576557,490.5360984,1167.410748
Big skate,2014,CGOA,CG100,177,32,139.8593459,139.2606493,-0.598696535,31.27060982,92.57697191,230.563137,761.6576557,490.5360984,1167.410748
Big skate,2014,CGOA,CG200,73,2,9.250581062,9.110832176,-0.139748886,7.269525135,0,41.49048954,761.6576557,490.5360984,1167.410748
Big skate,2014,CGOA,CG300500,11,0,0,0,0,0,0,0,761.6576557,490.5360984,1167.410748
Big skate,2014,EY/SE,EY/SE0,14,4,26.66662215,26.32616487,-0.340457273,16.52178648,6.676498086,88.15098644,81.6111354,36.39996618,201.6346659
Big skate,2014,EY/SE,EY/SE100,70,16,56.0073387,55.28497053,-0.722368169,18.81339045,29.72346809,113.4836794,81.6111354,36.39996618,201.6346659
Big skate,2014,EY/SE,EY/SE200,21,0,0,0,0,0,0,0,81.6111354,36.39996618,201.6346659
Big skate,2014,EY/SE,EY/SE300500,7,0,0,0,0,0,0,0,81.6111354,36.39996618,201.6346659
Big skate,2014,WGOA,WG0,65,12,95.69769846,96.47329234,0.77559388,36.10860887,45.64458627,214.4896732,123.5562478,53.57560223,310.9174385
Big skate,2014,WGOA,WG100,53,6,21.88554825,21.48759691,-0.39795134,12.06946701,7.931015962,73.62613154,123.5562478,53.57560223,310.9174385
Big skate,2014,WGOA,WG200,7,1,5.64864278,5.59535853,-0.05328425,5.188757104,0,22.80163378,123.5562478,53.57560223,310.9174385
Big skate,2014,WGOA,WG300500,5,0,0,0,0,0,0,0,123.5562478,53.57560223,310.9174385
Big skate,2014,WY,WY0,19,16,455.0526669,456.9471874,1.894520508,136.426231,258.6446927,852.7758178,789.0553432,436.5347066,1498.154891
Big skate,2014,WY,WY100,37,16,321.6953733,322.1240292,0.428655932,99.63918702,177.8900139,608.6788712,789.0553432,436.5347066,1498.154891
Big skate,2014,WY,WY200,11,2,10.20005047,9.984126699,-0.215923772,6.707205163,0,36.70020232,789.0553432,436.5347066,1498.154891
Big skate,2014,WY,WY300500,3,0,0,0,0,0,0,0,789.0553432,436.5347066,1498.154891
Big skate,2015,CGOA,CG0,118,57,839.209066,842.4793585,3.270292499,164.0680377,584.1129012,1271.15711,984.490423,660.3121723,1578.408694
Big skate,2015,CGOA,CG100,180,25,119.8263673,120.3772467,0.55087937,36.61515284,69.71652353,236.9535077,984.490423,660.3121723,1578.408694
Big skate,2015,CGOA,CG200,78,4,21.68969029,21.63381782,-0.055872462,12.32471204,6.482747536,70.29807583,984.490423,660.3121723,1578.408694
Big skate,2015,CGOA,CG300500,9,0,0,0,0,0,0,0,984.490423,660.3121723,1578.408694
Big skate,2015,EY/SE,EY/SE0,13,8,31.13264206,31.49275221,0.360110152,17.29870706,10.17271518,98.92001389,111.9976221,57.13012349,227.3502896
Big skate,2015,EY/SE,EY/SE100,70,40,77.97054574,78.67108643,0.700540686,18.5974568,46.9574083,122.2017207,111.9976221,57.13012349,227.3502896
Big skate,2015,EY/SE,EY/SE200,20,2,1.830633765,1.833783451,0.003149687,1.232778664,0,6.228554956,111.9976221,57.13012349,227.3502896
Big skate,2015,EY/SE,EY/SE300500,6,0,0,0,0,0,0,0,111.9976221,57.13012349,227.3502896
Big skate,2015,WGOA,WG0,67,26,207.7126994,207.1448441,-0.567855329,45.78050209,136.9105414,327.6171026,223.8676797,144.0241137,362.6505521
Big skate,2015,WGOA,WG100,44,6,16.69762996,16.72283559,0.025205631,6.781510733,7.11357231,35.03344952,223.8676797,144.0241137,362.6505521
Big skate,2015,WGOA,WG200,7,0,0,0,0,0,0,0,223.8676797,144.0241137,362.6505521
Big skate,2015,WGOA,WG300500,5,0,0,0,0,0,0,0,223.8676797,144.0241137,362.6505521
Big skate,2015,WY,WY0,19,15,397.3779541,401.784203,4.406248873,95.01506439,233.0999649,617.5594257,628.2294385,337.1307447,1060.259627
Big skate,2015,WY,WY100,37,12,211.5218967,211.9248966,0.402999863,66.16232567,104.0307797,394.4759916,628.2294385,337.1307447,1060.259627
Big skate,2015,WY,WY200,10,2,14.85194734,14.52033893,-0.331608409,10.50627482,0,48.22420953,628.2294385,337.1307447,1060.259627
Big skate,2015,WY,WY300500,1,0,0,0,0,0,0,0,628.2294385,337.1307447,1060.259627
Big skate,2016,CGOA,CG0,122,51,1210.5102,1204.329243,-6.180956817,276.0875653,813.6433682,2007.743546,1400.04892,938.8294057,2345.688637
Big skate,2016,CGOA,CG100,178,32,173.4039728,171.5251994,-1.878773404,37.47778827,117.2315947,282.2005753,1400.04892,938.8294057,2345.688637
Big skate,2016,CGOA,CG200,74,6,23.83183187,24.19447793,0.362646063,10.73336574,7.954442712,55.74451628,1400.04892,938.8294057,2345.688637
Big skate,2016,CGOA,CG300500,10,0,0,0,0,0,0,0,1400.04892,938.8294057,2345.688637
Big skate,2016,EY/SE,EY/SE0,17,3,9.722119083,9.947433383,0.2253143,5.173244283,3.230561147,22.76012903,33.5545543,14.50139749,72.31275731
Big skate,2016,EY/SE,EY/SE100,66,10,21.99823937,21.78524921,-0.212990161,6.832423659,11.27083634,40.31213399,33.5545543,14.50139749,72.31275731
Big skate,2016,EY/SE,EY/SE200,23,1,1.849018761,1.821871711,-0.02714705,1.794364703,0,9.24049429,33.5545543,14.50139749,72.31275731
Big skate,2016,EY/SE,EY/SE300500,9,0,0,0,0,0,0,0,33.5545543,14.50139749,72.31275731
Big skate,2016,WGOA,WG0,66,22,391.8328676,391.9241245,0.091256942,120.1540004,218.3720656,714.084039,447.0702612,243.3933056,835.4142354
Big skate,2016,WGOA,WG100,49,11,47.55383285,47.62514692,0.07131407,15.38442386,25.02123999,90.03282777,447.0702612,243.3933056,835.4142354
Big skate,2016,WGOA,WG200,6,1,7.933049321,7.520989712,-0.412059609,6.875221243,0,31.29736871,447.0702612,243.3933056,835.4142354
Big skate,2016,WGOA,WG300500,5,0,0,0,0,0,0,0,447.0702612,243.3933056,835.4142354
Big skate,2016,WY,WY0,19,9,219.4253405,219.5437738,0.118433258,71.50992843,109.5584014,394.7384289,555.3607875,283.377191,973.5054555
Big skate,2016,WY,WY100,39,17,283.407163,282.1600976,-1.247065332,77.26476973,157.6064683,471.2214766,555.3607875,283.377191,973.5054555
Big skate,2016,WY,WY200,8,4,53.81517508,53.65691611,-0.158258963,22.64642952,16.21232135,107.54555,555.3607875,283.377191,973.5054555
Big skate,2016,WY,WY300500,2,0,0,0,0,0,0,0,555.3607875,283.377191,973.5054555
Big skate,2017,CGOA,CG0,122,49,644.9440184,644.8108684,-0.133149968,95.73298853,483.0279061,874.6937953,841.7845474,601.500235,1224.062692
Big skate,2017,CGOA,CG100,183,31,181.3490417,182.589955,1.240913298,44.70216009,113.9800247,306.0042401,841.7845474,601.500235,1224.062692
Big skate,2017,CGOA,CG200,73,6,14.04364424,14.38372397,0.340079729,7.563735565,4.492304249,43.36465661,841.7845474,601.500235,1224.062692
Big skate,2017,CGOA,CG300500,11,0,0,0,0,0,0,0,841.7845474,601.500235,1224.062692
Big skate,2017,EY/SE,EY/SE0,15,3,26.11313405,26.05672016,-0.056413896,13.55175717,8.590841165,61.02598351,65.8966955,31.93962039,133.9554605
Big skate,2017,EY/SE,EY/SE100,67,15,39.8558226,39.83997534,-0.015847259,11.43636065,23.34877923,72.92947697,65.8966955,31.93962039,133.9554605
Big skate,2017,EY/SE,EY/SE200,22,0,0,0,0,0,0,0,65.8966955,31.93962039,133.9554605
Big skate,2017,EY/SE,EY/SE300500,11,0,0,0,0,0,0,0,65.8966955,31.93962039,133.9554605
Big skate,2017,WGOA,WG0,62,16,207.2761893,206.7267365,-0.549452786,66.33165735,113.7601633,412.3155014,285.4288368,158.8727308,538.6928996
Big skate,2017,WGOA,WG100,49,15,78.28548366,78.70210032,0.416616663,19.71116217,45.1125675,126.3773981,285.4288368,158.8727308,538.6928996
Big skate,2017,WGOA,WG200,7,0,0,0,0,0,0,0,285.4288368,158.8727308,538.6928996
Big skate,2017,WGOA,WG300500,5,0,0,0,0,0,0,0,285.4288368,158.8727308,538.6928996
Big skate,2017,WY,WY0,19,11,273.2287422,271.0279737,-2.200768492,85.33422205,132.7324938,485.5483209,662.1304945,394.5090749,1134.14086
Big skate,2017,WY,WY100,36,20,384.9541369,382.2732517,-2.680885136,83.69475243,261.7765811,622.5471784,662.1304945,394.5090749,1134.14086
Big skate,2017,WY,WY200,12,2,8.732885724,8.829269031,0.096383307,5.788176553,0,26.04536113,662.1304945,394.5090749,1134.14086
Big skate,2017,WY,WY300500,3,0,0,0,0,0,0,0,662.1304945,394.5090749,1134.14086
Big skate,2018,CGOA,CG0,119,45,701.012363,704.4652119,3.452848888,145.686832,477.1871136,1044.769251,774.9990983,517.3361726,1170.601144
Big skate,2018,CGOA,CG100,179,21,65.88226041,65.54760653,-0.334653883,17.13773097,39.69822507,110.4953958,774.9990983,517.3361726,1170.601144
Big skate,2018,CGOA,CG200,75,3,4.910627204,4.986279933,0.075652728,3.153313927,0.450833902,15.33649696,774.9990983,517.3361726,1170.601144
Big skate,2018,CGOA,CG300500,7,0,0,0,0,0,0,0,774.9990983,517.3361726,1170.601144
Big skate,2018,EY/SE,EY/SE0,18,6,22.42750487,22.25543462,-0.172070256,7.855293511,9.422309722,40.6765534,47.53120284,23.17161123,88.79537236
Big skate,2018,EY/SE,EY/SE100,66,20,22.80395951,22.87370455,0.069745039,5.689254386,13.74930151,37.52908998,47.53120284,23.17161123,88.79537236
Big skate,2018,EY/SE,EY/SE200,18,2,2.445798201,2.402063673,-0.043734528,1.938656388,0,10.58972899,47.53120284,23.17161123,88.79537236
Big skate,2018,EY/SE,EY/SE300500,10,0,0,0,0,0,0,0,47.53120284,23.17161123,88.79537236
Big skate,2018,WGOA,WG0,63,22,173.1361753,172.5809644,-0.555210884,46.32882449,103.1058947,294.6010581,211.4090856,118.4870817,375.5787466
Big skate,2018,WGOA,WG100,51,9,37.54310212,38.82812119,1.285019066,15.16301458,15.381187,80.97768849,211.4090856,118.4870817,375.5787466
Big skate,2018,WGOA,WG200,5,0,0,0,0,0,0,0,211.4090856,118.4870817,375.5787466
Big skate,2018,WGOA,WG300500,4,0,0,0,0,0,0,0,211.4090856,118.4870817,375.5787466
Big skate,2018,WY,WY0,19,13,351.1748521,349.7292945,-1.445557665,92.28450012,213.4624244,605.2771364,673.9021508,407.9425495,1102.451049
Big skate,2018,WY,WY100,40,22,304.7778637,307.6816307,2.903766982,61.10970354,194.4801251,431.0415245,673.9021508,407.9425495,1102.451049
Big skate,2018,WY,WY200,9,1,16.5123763,16.49122565,-0.021150647,14.77376082,0,66.13238811,673.9021508,407.9425495,1102.451049
Big skate,2018,WY,WY300500,3,0,0,0,0,0,0,0,673.9021508,407.9425495,1102.451049
Big skate,2019,CGOA,CG0,163,67,768.6362455,769.642255,1.006009502,120.596603,562.7989398,1036.889684,952.7069628,677.4737974,1391.58476
Big skate,2019,CGOA,CG100,179,32,161.4014872,161.4026592,0.001172005,39.54517663,105.772728,289.0232864,952.7069628,677.4737974,1391.58476
Big skate,2019,CGOA,CG200,75,6,22.3470114,21.66204858,-0.684962829,10.55119056,8.902129698,65.67178946,952.7069628,677.4737974,1391.58476
Big skate,2019,CGOA,CG300500,14,0,0,0,0,0,0,0,952.7069628,677.4737974,1391.58476
Big skate,2019,EY/SE,EY/SE0,16,8,73.11103111,73.44399395,0.332962839,30.96841059,29.38911545,168.4929549,115.1765649,52.45670285,247.8355923
Big skate,2019,EY/SE,EY/SE100,66,19,39.87167234,40.164237,0.292564664,11.01074635,23.0675874,70.77757683,115.1765649,52.45670285,247.8355923
Big skate,2019,EY/SE,EY/SE200,22,1,1.569251127,1.568333904,-9.17E-04,1.584263754,0,8.565060588,115.1765649,52.45670285,247.8355923
Big skate,2019,EY/SE,EY/SE300500,9,0,0,0,0,0,0,0,115.1765649,52.45670285,247.8355923
Big skate,2019,WGOA,WG0,93,24,258.0419278,258.7752007,0.733272875,70.78436946,146.4573141,433.9242115,282.6822138,150.8645802,547.3675308
Big skate,2019,WGOA,WG100,48,4,24.05512919,23.90701305,-0.148116139,16.73438817,4.407266049,113.4433193,282.6822138,150.8645802,547.3675308
Big skate,2019,WGOA,WG200,7,0,0,0,0,0,0,0,282.6822138,150.8645802,547.3675308
Big skate,2019,WGOA,WG300500,7,0,0,0,0,0,0,0,282.6822138,150.8645802,547.3675308
Big skate,2019,WY,WY0,32,11,213.6868438,211.3408079,-2.346035894,73.27496299,108.3379876,416.6008115,382.0246579,203.6680438,698.6069867
Big skate,2019,WY,WY100,46,15,162.3479954,160.2447321,-2.103263283,39.14685257,92.66216432,250.8306917,382.0246579,203.6680438,698.6069867
Big skate,2019,WY,WY200,14,3,10.68865313,10.4391179,-0.249535234,5.901785958,2.66789188,31.17548349,382.0246579,203.6680438,698.6069867
Big skate,2019,WY,WY300500,8,0,0,0,0,0,0,0,382.0246579,203.6680438,698.6069867
Big skate,2020,CGOA,CG0,136,49,606.7294162,608.2949787,1.565562498,96.60687286,431.5034707,814.5136483,701.4632116,487.2390174,1001.578958
Big skate,2020,CGOA,CG100,152,20,87.63986785,87.16849307,-0.471374786,20.96800254,55.73554668,144.9055424,701.4632116,487.2390174,1001.578958
Big skate,2020,CGOA,CG200,61,1,5.808252866,5.999739871,0.191487005,5.836188037,0,42.15976703,701.4632116,487.2390174,1001.578958
Big skate,2020,CGOA,CG300500,11,0,0,0,0,0,0,0,701.4632116,487.2390174,1001.578958
Big skate,2020,EY/SE,EY/SE0,21,8,47.90777218,48.17353019,0.265758016,19.41106402,19.5060767,102.62898,68.90359164,28.32740095,146.7148839
Big skate,2020,EY/SE,EY/SE100,71,10,20.60006509,20.73006144,0.129996358,8.16488362,8.821324256,44.08590386,68.90359164,28.32740095,146.7148839
Big skate,2020,EY/SE,EY/SE200,21,0,0,0,0,0,0,0,68.90359164,28.32740095,146.7148839
Big skate,2020,EY/SE,EY/SE300500,14,0,0,0,0,0,0,0,68.90359164,28.32740095,146.7148839
Big skate,2020,WY,WY0,28,18,201.4726019,202.1320649,0.65946306,43.88836832,123.2214034,298.4481869,438.4468712,262.8468116,723.1846996
Big skate,2020,WY,WY100,43,18,222.9630626,221.5570964,-1.405966186,55.77350251,137.4663701,370.8235327,438.4468712,262.8468116,723.1846996
Big skate,2020,WY,WY200,15,3,15.02646286,14.75770984,-0.268753017,10.39544701,2.159038073,53.91297999,438.4468712,262.8468116,723.1846996
Big skate,2020,WY,WY300500,7,0,0,0,0,0,0,0,438.4468712,262.8468116,723.1846996
Big skate,2021,CGOA,CG0,147,64,701.8957633,697.6651836,-4.230579763,94.75814147,532.9009783,907.3646457,849.0984316,623.9399966,1176.898554
Big skate,2021,CGOA,CG100,160,26,139.0626055,138.9985166,-0.064088902,33.18856193,88.54330049,228.3649183,849.0984316,623.9399966,1176.898554
Big skate,2021,CGOA,CG200,66,3,12.27609246,12.43473149,0.158639022,7.974288986,2.495717888,41.16899014,849.0984316,623.9399966,1176.898554
Big skate,2021,CGOA,CG300500,9,0,0,0,0,0,0,0,849.0984316,623.9399966,1176.898554
Big skate,2021,EY/SE,EY/SE0,19,6,32.73839305,32.39211579,-0.346277262,14.97391783,13.10731122,78.36690898,82.74278985,43.02236504,171.8750602
Big skate,2021,EY/SE,EY/SE100,65,19,48.28143261,48.59208647,0.310653868,12.94700236,29.91505381,82.72651732,82.74278985,43.02236504,171.8750602
Big skate,2021,EY/SE,EY/SE200,18,0,0,0,0,0,0,0,82.74278985,43.02236504,171.8750602
Big skate,2021,EY/SE,EY/SE300500,11,1,1.822915143,1.758587589,-0.064327554,1.731018605,0,10.78163385,82.74278985,43.02236504,171.8750602
Big skate,2021,WGOA,WG0,35,13,584.3692054,592.6074693,8.238263894,218.5355369,265.6405374,1208.900269,610.9304626,265.6405374,1318.42896
Big skate,2021,WGOA,WG100,18,1,18.38524901,18.32299329,-0.062255726,17.76724928,0,109.528691,610.9304626,265.6405374,1318.42896
Big skate,2021,WGOA,WG200,2,0,0,0,0,0,0,0,610.9304626,265.6405374,1318.42896
Big skate,2021,WGOA,WG300500,1,0,0,0,0,0,0,0,610.9304626,265.6405374,1318.42896
Big skate,2021,WY,WY0,27,22,427.2030929,434.1643269,6.961233974,137.5487829,227.5578679,801.488458,807.6714279,466.4298986,1407.519778
Big skate,2021,WY,WY100,46,22,378.1837116,373.507101,-4.676610621,88.31166799,238.8720307,606.0313195,807.6714279,466.4298986,1407.519778
Big skate,2021,WY,WY200,10,0,0,0,0,0,0,0,807.6714279,466.4298986,1407.519778
Big skate,2021,WY,WY300500,9,0,0,0,0,0,0,0,807.6714279,466.4298986,1407.519778
ABA skate complex,1998,CGOA,CG0,124,1,3.815356648,3.779426143,-0.035930505,3.73002809,0,19.20352478,16.20813747,2.704613316,54.02912735
ABA skate complex,1998,CGOA,CG100,180,4,12.76278982,12.42871133,-0.334078488,6.824816049,2.704613316,34.82560258,16.20813747,2.704613316,54.02912735
ABA skate complex,1998,CGOA,CG200,74,0,0,0,0,0,0,0,16.20813747,2.704613316,54.02912735
ABA skate complex,1998,CGOA,CG300500,9,0,0,0,0,0,0,0,16.20813747,2.704613316,54.02912735
ABA skate complex,1998,EY/SE,EY/SE0,19,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,EY/SE,EY/SE100,70,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,EY/SE,EY/SE200,23,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,EY/SE,EY/SE300500,8,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,WGOA,WG0,64,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,WGOA,WG100,49,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,WGOA,WG200,8,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,WGOA,WG300500,5,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,WY,WY0,19,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,WY,WY100,39,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,WY,WY200,11,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1998,WY,WY300500,3,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1999,CGOA,CG0,124,8,68.27472638,68.82742133,0.552694952,33.06414785,26.6136615,172.6230509,347.3902168,204.0353175,594.3121008
ABA skate complex,1999,CGOA,CG100,181,27,162.2067653,163.7306934,1.523928104,33.16685329,107.8620971,239.5750151,347.3902168,204.0353175,594.3121008
ABA skate complex,1999,CGOA,CG200,75,20,113.6464509,114.8321021,1.185651176,27.78389191,69.5595589,182.1140348,347.3902168,204.0353175,594.3121008
ABA skate complex,1999,CGOA,CG300500,9,0,0,0,0,0,0,0,347.3902168,204.0353175,594.3121008
ABA skate complex,1999,EY/SE,EY/SE0,18,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1999,EY/SE,EY/SE100,68,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1999,EY/SE,EY/SE200,23,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1999,EY/SE,EY/SE300500,9,0,0,0,0,0,0,0,0,0,0
ABA skate complex,1999,WGOA,WG0,63,6,28.63866806,28.45150009,-0.187167973,10.79111387,14.12169855,57.3086803,87.49481501,44.78651854,170.1852653
ABA skate complex,1999,WGOA,WG100,49,11,56.56936648,56.18208671,-0.387279776,16.77955791,30.66481999,101.0872152,87.49481501,44.78651854,170.1852653
